,NAICS.id,YEAR.id,ESTAB,CERT,DOCKET,ACTIVE,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHARTER,CLCODE,CMSA_NO,DENOVO,FDICDBS,FED,FED_RSSD,FEDCHRTR,IBA,INACTIVE,INSTCRCD,INSBIF,INSCOML,INSDIF,INSFDIC,INSSAIF,INSSAVE,MSA_NO,NEWCERT,OAKAR,OTSDIST,QBPRCOML,STCHRTR,SASSER,STCNTY,STNUM,SUPRV_FD,OCCDIST,UNINUM,ULTCERT,CFPBFLAG,REGAGENT2,CERTCONS,PARCERT,FORM31,HCTMULT,INSTAG,MUTUAL,RSSDHCR,STMULT,SUBCHAPS,TRUST,SPECGRP,TRACT,CSA_NO,CSA_FLG,CBSA_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_MICRO_FLG,CBSA_DIV_NO,CBSA_DIV_FLG,CB
1504,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1505,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1506,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1507,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1508,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1509,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1510,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1511,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1512,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1513,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1514,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1515,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1516,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1517,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1518,0,2016,614,30335,5182,0,223,0,0,0,0,0,33,70,0,2,2,119470,1,0,1,0,0,0,0,1,1,1,5600,16012,1,1,1,0,0,36081,36,2,1,43169,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1519,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1520,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
